id,date,country,city,perp_group,fatalities,injured,target_type,region,attack_type,weapon_type,links,summary,taggedTopic
200101230001,2001-01-23,Yemen,Sanaa,Supporters of Saddam Hussein,0,2,"Airports and Aircraft,Government (Diplomatic)",Middle East & North Africa,Hijacking,"Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200101230001,"Mohammed Yehia Ali Sattar, armed with a gun and a grenade, hijacked a Yemini aircraft that had departed from Sanaa, Yemen en route to Taizz. The plane was carrying 91 passengers, including Barbara Bodine, the United States Ambassador to Yemen. The hijacker intended to demonstrate support for Saddam Hussein by flying to Baghdad International Airport. Members of the crew were able to subdue the hijacker when the plane landed in Djibouti for refueling. The hijacker and a flight engineer were injured during the hijacking.",hijack
200101000001,2001-01-01,Colombia,Unknown,Paramilitaries (suspected),3,0,Private Citizens & Property,South America,Unknown,Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200101000001,"Paramilitaries killed three farmers in Valle province, Colombia.  According to authorities, the farmers were wearing sneakers that had been part of a shipment stolen by Revolutionary Armed Forces of Colombia (FARC) two weeks prior.  Authorities believe that the paramilitaries targeted the farmers for possible connections to FARC.",hijack
200011020001,2000-11-02,Sri Lanka,Unknown,Liberation Tigers of Tamil Eelam (LTTE),0,0,Maritime,South Asia,"Hostage Taking (Kidnapping),Armed Assault",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200011020001,A Russian civilian vessel came under fire and was hijacked by the Liberation Tigers of Tamil Eelam (LTTE) as LTTE tried to escape from the Sri Lanka Navy. The crew was held hostage for seven hours and when the LTTE rebels left they took the boat’s food supply. The boat was traveling from Madras to Colombo.,hijack
200010140002,2000-10-14,Saudi Arabia,Jeddah,Unknown,0,0,"Airports and Aircraft,Private Citizens & Property",Middle East & North Africa,Hijacking,Fake Weapons,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200010140002,"Four Saudis and one Ethiopian hijacked Saudi Arabian Airlines Flight 115. The plane was carrying 105 passengers and crew and was destined to fly from Jeddah, Saudi Arabia to London, United Kingdom. The perpetrators threatened to blow up the plane if they were not taken to Damascus, Syria. Syria eventually gave permission for them to land, but the hijackers changed their destination and landed in Baghdad, Iraq, instead. There sole demand was to talk to a Saudi official about the Saudi royal family leaving power. After three hours of negotiations in Baghdad, the hostages were freed and the hijackers were arrested. No casualties occurred in this incident.",hijack
200009270013,2000-09-27,China,Baotou,Unknown,0,1,"Airports and Aircraft,Private Citizens & Property",East Asia,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200009270013,"At least one assailant attempted to hijack a Xinhua Airlines flight midair that had departed from Baotou, Inner Mongolia, China, and was scheduled to arrive in Beijing, China.  The hijacker was subdued by crew members on board and the plane safely landed in Jinan, China.  None of the 143 passengers on board were injured in the attack although one pilot was wounded.  The motive behind the attack is unknown.",hijack
200009240006,2000-09-24,Iran,Shiraz,Unknown,0,0,"Airports and Aircraft,Private Citizens & Property",Middle East & North Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200009240006,"An armed man attempted to hijack a plane that left Shiraz, Iran, and landed in Isfahan, Iran.  The plane belonged to Iran Air and had 30 foreign nationals on board.  The hijacker demanded that the plane change route without explaining why and then attempted to start a fire on board.  He was arrested by Revolutionary Guards.  No one was hurt in the incident.",hijack
200009170002,2000-09-17,Solomon Islands,Weather Coast,Isatabu Freedom Movement (IFM),0,0,Airports and Aircraft,Australasia & Oceania,Hijacking,Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200009170002,Solomon Island militants hijacked a Solomon Airlines plane on Guadalcanal and demanded ransom.,hijack
200009140004,2000-09-14,Qatar,Doha,Iraqi extremists,0,0,Airports and Aircraft,Middle East & North Africa,Hijacking,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200009140004,"An Iraqi man hijacked a plane departing from Doha bound for Amman, Jordan, about 30 minutes after takeoff. He demanded asylum from the UN for fear of persecution in Iraq. Five minutes before landing in Amman, however, the plane was redirected towards Saudi Arabia, and landed at Hael Airport in Saudi Arabia. He was then detained, bound, and placed on the same plane back to Amman. There were 133 passengers and 11 crewmembers onboard--the passengers included Jordanians, Iraqis, Palestinians, Britons, and those from the Gulf countries. The hijacker, Adil Fahd Juhayyid, was acting alone and was reported to be civil but abnormal during the hijack. He did threaten the pilot and some of those in the main cabin, but accounts differed over the type of weapon he had.",hijack
200002220004,2000-02-22,Senegal,Kolda,Movement of Democratic Forces of Casamance (suspected),2,2,"Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Hostage Taking (Kidnapping),Hijacking",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200002220004,"Suspected members of the Casamance Movement of Democratic Forces (MFDC) killed two Senegalese soldiers and injured two more in a clash after the group attacked a transport vehicle and robbed its passengers of their property near Koda, Senegal. After clashing with the soldiers, the attackers fled towards the frontier with Guinea Bissau, taking the bus and several hostages (unspecified) with them. The hostages were later freed.",hijack
200002060002,2000-02-06,Afghanistan,Kabul,Unknown,0,0,"Airports and Aircraft,Private Citizens & Property",South Asia,Hijacking,"Explosives/Bombs/Dynamite,Firearms",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200002060002,"An Afghan Ariana Airlines flight, originating in Kabul and carrying 151 passengers, was hijacked by unknown persons. The plane was diverted to several locations, including first to Tashkent, Uzbekistan, where ten hostages were released. The plane then flew to Aktyubinsk, Kazakhstan and another three hostages were released. In Moscow, Russia nine more hostages were released. The plane finally landed in London where it was surrounded by police and security officials and the situation continued for several days, until February 10, 2000.",hijack
200001240001,2000-01-24,Thailand,Ratchaburi,God's Army,Unknown,Unknown,Business,Southeast Asia,"Hijacking,Hostage Taking (Barricade Incident)",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200001240001,"Ten people from God's Army, armed with assault rifles, hijacked a bus to take them to the Ratchaburi Hospital. At the hospital, the group took more than 750 people hostage. A list of demands included opening the Thai border to refugees and other items concerning Burmese refugees and the Thai government and army. The episode ended when Thai security forces stormed the hospital killing nine rebels.",hijack
199912240002,1999-12-24,Nepal,Kathmandu,Harakat ul-Mujahidin (HuM) (suspected),1,0,Airports and Aircraft,South Asia,Hijacking,"Explosives/Bombs/Dynamite,Firearms,Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=199912240002,"Five suspected Harakat ul-Mujahidin (HuM) militants hijacked an Indian Airlines Airbus flying from Kathmandu for New Delhi with 178 passengers and 11 crew members aboard. The hijackers, armed with guns, grenades and knives took control of the Flight 814 some 40 minutes after takeoff and demanded it fly to Lahore, Pakistan. The plane stopped in India, Pakistan, and the United Arab Emirates before landing in Afghanistan on Dec. 25. The hijackers first demanded the freeing of just one prisoner in Kashmir, a Pakistani Islamic cleric and guerrilla leader named Maulana Masood Azhar. Later they raised their demands to the release of 36 insurgents and $200 million. On New Year's Eve, the hijackers freed the remaining 155 hostages in exchange for the release of three pro-Kashmiri militants imprisoned in India. Only one person died as a result of the hijacking.",hijack
199910260001,1999-10-26,Iran,Tehran,Mujahedin-e Khalq (MEK),0,0,Airports and Aircraft,Middle East & North Africa,Hijacking,Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=199910260001,"Iranian security detained an alleged member of Mujahidin-e-Khalq after he attempted to hijack an Iran Air passenger airplane traveling from Tehran to the northwestern city of Orumiyeh, Iran. The number of passengers on the plane and type of weapon used were not reported in this incident.",hijack
199910250002,1999-10-25,Indonesia,Kupang,Unknown,0,3,Private Citizens & Property,Southeast Asia,Unarmed Assault,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=199910250002,"Three returning East Timorese refugees were injured when unidentified pro-Indonesian militia members hijacked their vehicle in the West Timor capital of Kupang, Indonesia. Approximately 50 refugees were being taken in a three-vehicle convoy to board a ship that would carry about 2,000 East Timorese home from camps in West Timor. The bus was hijacked at a traffic light, one passenger was forced off the bus and injured with a stone and two other passengers were injured by broken glass as the windshield of the bus was shattered by stones. Police then intervened and the attackers fled the scene.",hijack
199909260001,1999-09-26,Sri Lanka,Unknown,Liberation Tigers of Tamil Eelam (LTTE),0,0,Maritime,South Asia,"Bombing/Explosion,Hijacking","Explosives/Bombs/Dynamite,Firearms",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=199909260001,"Around a dozen Liberation Tigers of Tamil Eelam (LTTE) boats attacked and attempted to hijack the M.V. Yugi,  a Chinese cargo vessel carrying fertilizer, along the northeastern coast of Sri Lanka. The ship, which sustained some damage from rocket-propelled grenades, was rescued quickly by four Navy gunboats after by police officials. One perpetrator was believed to have died during the exchange of fire with the Navy.",hijack
199907300004,1999-07-30,Venezuela,Unknown,Revolutionary Armed Forces of Colombia (FARC) (suspected),0,0,Airports and Aircraft,South America,Hostage Taking (Kidnapping),Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=199907300004,"A small commercial plane carrying 16 people was hijacked while traveling between Barinas and Guasdualito in Venezuela.   The passengers were released from the custody of the Revolutionary Armed Forces of Colombia (FARC) on August 9, 1999.  FARC denies responsibility for the kidnapping; they claim that three hijackers fled after landing the plane in Colombia.  FARC claims that opponents of Venezuela's president are responsible for the hijacking.",hijack
199904120001,1999-04-12,Colombia,San Pablo district,National Liberation Army of Colombia (ELN),Unknown,Unknown,"Airports and Aircraft,Private Citizens & Property",South America,Hijacking,Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=199904120001,"The Army of National Liberation (ELN- Army of National Liberation) hijacked an Avianca plane and diverted it to near San Pablo, Columbia. All the passengers and crew were taken hostage though nine passengers were released. The Army engaged the ELN, but by the end of April 1999, the situation had not been concluded and numerous passengers were still being held hostage in a rural area in northern Columbia.",hijack
199903310006,1999-03-31,Uzbekistan,Tashkent,Unknown,6,0,Transportation,Central Asia,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=199903310006,"Three Islamic militants hijacked a passenger bus, carrying 24 people, near Tashkent, Uzbekistan. The perpetrators, who killed three policemen, were eventually killed by police who stormed the bus. The hijackers demanded the release of Islamic extremists jailed for a previous bombing in Tashkent.",hijack
